C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_266.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_266.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_266.jpg, 0, 0, 0, 7.882501E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_377.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_377.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_377.jpg, 0, 0, 0, 7.79841E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_486.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_486.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_486.jpg, 0, 0, 0, 7.834523E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_593.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_593.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_593.jpg, 0, 0, 0, 7.883067E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_693.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_693.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_693.jpg, 0, 0, 0, 7.807315E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_797.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_797.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_797.jpg, 0, 0, 0, 8.004399E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_55_902.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_55_902.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_55_902.jpg, 0, 0, 0, 7.841652E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_006.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_006.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_006.jpg, 0, 0, 0, 7.822521E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_107.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_107.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_107.jpg, 0, 0, 0, 7.792019E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_210.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_210.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_210.jpg, 0, 0, 0, 7.976341E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_313.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_313.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_313.jpg, 0, 0, 0, 8.00665E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_415.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_415.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_415.jpg, 0, 0, 0, 7.820054E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_530.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_530.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_530.jpg, 0, 0, 0, 7.919759E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_631.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_631.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_631.jpg, 0, 0, 0, 8.039813E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_732.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_732.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_732.jpg, 0, 0, 0, 7.80405E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_833.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_833.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_833.jpg, 0, 0, 0, 7.822627E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_56_934.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_56_934.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_56_934.jpg, 0, 0, 0, 7.820547E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_034.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_034.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_034.jpg, 0, 0, 0, 8.034037E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_135.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_135.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_135.jpg, 0, 0, 0, 7.975173E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_236.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_236.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_236.jpg, 0, 0, 0, 7.780635E-05
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_337.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_337.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_337.jpg, 0, 0.3024611, 0, 0.2275314
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_438.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_438.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_438.jpg, 0, 0.6048422, 0, 0.8323481
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_556.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_556.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_556.jpg, -0.152434, 0.9579674, 0, 2.035916
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_656.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_656.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_656.jpg, -0.4539356, 1, 0, 3.218848
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_758.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_758.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_758.jpg, -0.1495578, 1, 0, 4.393755
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_874.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_874.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_874.jpg, 0, 1, 0, 5.781437
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_57_978.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_57_978.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_57_978.jpg, 0, 1, 0, 6.929912
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_079.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_079.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_079.jpg, 0, 1, 0, 8.06725
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_178.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_178.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_178.jpg, -0.1034383, 1, 0, 9.191375
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_280.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_280.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_280.jpg, -0.4075164, 1, 0, 10.25297
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_381.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_381.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_381.jpg, -0.7110781, 1, 0, 11.23045
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_489.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_489.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_489.jpg, -0.3855212, 0.6744431, 0, 12.21698
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_591.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_591.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_591.jpg, -0.08176257, 0.3706844, 0, 12.6717
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_708.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_708.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_708.jpg, 0, 0.06089999, 0, 12.64087
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_795.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_795.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_795.jpg, 0, 0.3641827, 0, 12.8504
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_58_916.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_58_916.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_58_916.jpg, 0, 0.7253106, 0, 13.33301
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_59_030.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_59_030.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_59_030.jpg, -0.3442985, 0.381012, 0, 14.0968
C:\Users\james\Desktop\training\IMG\center_2019_01_29_12_42_59_145.jpg, C:\Users\james\Desktop\training\IMG\left_2019_01_29_12_42_59_145.jpg, C:\Users\james\Desktop\training\IMG\right_2019_01_29_12_42_59_145.jpg, -0.6482311, 0.07707946, 0, 14.17525
